400071,0801885418,Alexandria in Late Antiquity: Topography and Social Conflict,9780801885419,,,,ES,2006/10/3,Johns Hopkins University Press,,false,1,400071,10,14,3,0,2006/10/3,Alexandria in Late Antiquity (Ancient Society and History),,2,1,0,0,0,4.67,520,Paperback,,3,0,Christopher Haas,,,,,,6,0,,"academic,history"
400076,0439211832,Incredible animal adventures,9780439211833,,,,ES,2000/1/1,Scholastic Inc,,false,4,400076,52,55,15,3,1999/1/1,Incredible animal adventures,,3,5,6,1,0,3.67,72,,,9,3,Jean Craighead George,,,,,,19,3,,"animals,biography,childrens,history,nature,non-fiction,science"
400081,0439523575,The Cookcamp,9780439523578,,,,ES,2003/6/1,Scholastic,,false,14,400081,1115,2370,634,76,1991/1/1,The Cookcamp,book,167,214,188,50,15,3.74,117,Paperback,,572,57,Gary Paulsen,,,,,,274,17,9,"adventure,childrens,fiction,historical,historical-fiction,juvenile,memoir,middle-grade,realistic-fiction,school,survival,war,young-adult"
400086,1568387466,Sister Ignatia: Angel of Alcoholics Anonymous,9781568387468,,,,ES,2001/8/31,Hazelden Publishing,,false,3,400086,57,63,14,4,1991/10/1,Sister Ignatia: Angel of Alcoholics Anonymous,book,10,2,1,1,0,4.50,394,Paperback,,11,4,Mary C. Darrah,,,,,,36,0,1,"biography,history"
400091,0385325886,Molly McGinty Has a Really Good Day,9780385325882,,,,ES,2004/9/28,Wendy Lamb Books,,false,16,669451,400,802,223,42,2004/1/1,Molly McGinty Has a Really Good Day,book,51,65,77,26,4,3.60,105,Hardcover,,17,4,Gary Paulsen,,,,,,96,14,7,"adventure,childrens,family,fiction,humor,juvenile,middle-grade,realistic-fiction,school,young-adult"
400096,0385308388,Nightjohn,9780385308380,,,,ES,1993/1/1,Delacorte Books for Young Readers,,false,17,960495,7020,17080,4468,830,1993/1/1,Nightjohn,book,1298,1593,1172,297,108,3.82,96,Hardcover,,42,9,Gary Paulsen,Jerry Pinkney,,,,,1537,15,99,"abuse,american-history,childrens,classics,cultural,fiction,historical,historical-fiction,history,juvenile,middle-grade,non-fiction,novels,realistic-fiction,school,teen,young-adult"
400101,0955058805,The Incredible Hides In Every House: A Collection Of Short Stories & Poetry In Aid Of Habitat For Humanity,9780955058806,,,,ES,,,,false,1,400101,3,2,1,0,,The Incredible Hides in Every House: A Collection of Short Stories & Poetry in Aid of Habitat for Humanity,,0,0,0,1,0,2.00,,,,1,0,Nuala Ní Dhomhnaill,,,,,,2,0,,
400106,1932173013,Gary Ladd's Canyon Light: Lake Powell and the Grand Canyon,9781932173017,,,,ES,2010/1/1,Stephens Press,,false,1,400106,2,0,0,0,2003/9/30,Gary Ladd's Canyon Light: Grand Canyon & Lake Powell (Cerca Book),,0,0,0,0,0,0.00,160,Hardcover,,0,0,Gary Ladd,,,,,,2,0,,
400111,0893012041,Glen Canyon and the San Juan Country,9780893012045,,,,ES,1997/12/1,University of Idaho Press,,false,1,400111,6,9,2,1,1997/1/1,Glen Canyon and the San Juan Country,,1,1,0,0,0,4.50,404,Hardcover,,2,1,Gary Topping,,,,,,3,0,,history
400116,0786248971,How to Cook a Tart,9780786248971,,,,ES,2003/1/1,Thorndike Press,,false,12,152792,1184,1923,627,130,2002/10/4,How to Cook a Tart,book,71,145,221,135,55,3.07,368,Hardcover,Large Print,1,0,Nina Killham,,,,,,413,6,9,"chick-lit,cookbooks,cozy-mystery,family,fiction,food,humor,mystery,mystery-thriller,novels,romance"
400121,075285206X,The grifters,9780752852065,,,,ES,2003/10/16,Orion,,false,41,19161914,15016,32906,8288,406,1963/1/1,The Grifters,book,2592,3495,1700,365,136,3.97,288,Paperback,,19,2,Jim Thompson,,,,,,5921,42,70,"adult,adult-fiction,american,classics,crime,dark,drama,fiction,film,literature,mystery,mystery-thriller,novels,suspense,thriller"
400126,0918517087,"The Brighton Story: Being the History of Paul Smiths, Gabriel and Rainbow Lake",9780918517081,,,,ES,,,,false,1,400126,2,4,1,0,1986/6/1,"The Brighton Story: Being the History of Paul Smiths, Gabriel and Rainbow Lake",,0,1,0,0,0,4.00,,,,1,0,Geraldine Collins,,,,,,1,0,,
400131,0582473772,The Long Goodbye,9780582473775,,,,ES,2001/1/1,Penguin Longman Publishing,eng,false,200,2054,53763,119868,28417,1788,1953/1/1,The Long Goodbye,book,12217,11123,4290,634,153,4.22,87,Paperback,,0,0,"Donald Domonkos,Raymond Chandler",,,,,,20258,215,687,"adult,adult-fiction,american,americana,classics,crime,detective,fiction,literature,mystery,mystery-thriller,novels,suspense,thriller"
400136,0974725544,Rein in at the Brink of the Precipice: American Policy Toward Taiwan and US-PRC Relations,9780974725543,,,,ES,,,,false,1,400136,11,3,1,1,2003/10/1,Rein in at the Brink of the Precipice: American Policy Toward Taiwan and US-PRC Relations,,0,0,1,0,0,3.00,,,,1,1,Alan D. Romberg,,,,,,8,2,,non-fiction
400141,1884855156,How to Eat to Live,9781884855153,,,,ES,1996/4/1,Secretarius Memps Publications,,false,9,400140,1197,1203,285,30,1992/1/1,"How to Eat to Live, Book 1",,162,59,38,17,9,4.22,210,Paperback,,29,2,Elijah Muhammad,,,,,,784,8,21,"cookbooks,food,health,literature,love,non-fiction,self-help"
400146,1564110826,The Muslim recipe book: Recipes for Muslim girls training & general civilization class (How to cook what you eat to live / Reda Faard Khalifah),9781564110824,,,,ES,1995/1/1,United Brothers Communication Systems,,false,1,400146,69,35,8,0,1995/1/1,The Muslim recipe book: Recipes for Muslim girls training & general civilization class (How to cook what you eat to live / Reda Faard Khalifah),,5,2,0,1,0,4.38,42,Paperback,,8,0,Elijah Muhammad,,,,,,57,0,1,
400151,0764126105,Food: English-French: La nourriture (Bilingual First Books/English-French),9780764126109,,,,ES,2003/10/15,Barron's Educational Series,,false,5,400151,17,37,9,0,2003/10/1,Food: English-French: La nourriture (Bilingual First Books/English-French),,2,6,1,0,0,4.11,24,Paperback,,7,0,Clare Beaton,,,,,,3,1,,
400156,014046932X,Arabella Boxer's Book of English Food (Penguin Cookery Library),9780140469325,,,,ES,,,,false,4,400156,35,33,9,0,1993/1/1,Arabella Boxer's Book of English Food (Penguin Cookery Library),,0,7,1,1,0,3.67,,,,6,0,Arabella Boxer,,,,,,20,0,,"cookbooks,cooking,food,historical-fiction,non-fiction"
400161,1588519325,Spin Control,9781588519320,,,,ES,,,,false,1,400161,1,0,0,0,2000/11/27,Spin Control,,0,0,0,0,0,0.00,,,,0,0,Earl J. Wade Jr.,,,,,,1,0,,
400166,0920633560,The Selected Paul Durcan,9780920633564,,,,ES,1989/4/1,Thistledown Press,,false,1,400166,35,40,9,1,1989/4/1,The Selected Paul Durcan,book,4,5,0,0,0,4.44,120,Paperback,,9,1,Paul Durcan,,,,,,22,0,,poetry
400171,090316258X,Crazy About Women: Poems,9780903162586,,,,ES,,,,false,1,400171,36,98,23,0,,Crazy About Women: Poems,,11,8,3,1,0,4.26,,,,23,0,Paul Durcan,,,,,,9,0,,poetry
400176,1872795250,Dear Jane,9781872795256,,,,ES,,,,false,2,400176,6,1,1,1,1971/1/1,Dear Jane,,0,0,0,0,1,1.00,,,,1,1,Constance Pilgrim,,,,,,3,0,,
400181,1593853238,Self-Disclosure in Psychotherapy,9781593853235,,,,ES,2006/7/17,The Guilford Press,,false,4,400181,32,31,8,0,2006/1/1,Self-Disclosure in Psychotherapy,,1,5,2,0,0,3.88,242,Hardcover,,8,0,Barry A. Farber,,,,,,18,0,3,psychology
400186,0856403865,Going Home to Russia,9780856403866,,,,ES,,,,false,1,400186,24,59,16,0,1987/1/1,Going Home to Russia,,1,10,4,1,0,3.69,,,,16,0,Paul Durcan,,,,,,5,0,,poetry
400191,0906897688,Jumping The Train Tracks With Angela,9780906897683,,,,ES,,,,false,2,400191,3,4,1,0,,Jumping the train tracks with Angela,,0,1,0,0,0,4.00,97,,,1,0,Paul Durcan,,,,,,2,0,,poetry
400196,0553147161,The Lords of Discipline,9780553147162,,,,ES,,,,false,1,85443,33297,99547,23174,1273,1980/1/1,The Lords of Discipline,book,10966,8744,2926,425,113,4.30,,,,15,0,Pat Conroy,,,,,,6693,16,520,"adult,adult-fiction,american,biography,classics,contemporary,drama,fiction,historical,historical-fiction,literary-fiction,literature,mystery,novels,realistic-fiction,romance,school,sports,suspense,war,young-adult"
400201,0140237348,A Frolic of His Own,9780140237344,,,,ES,1995/6/29,Penguin Books Ltd,eng,false,12,28440,4277,5241,1363,121,1994/1/1,A Frolic of His Own,book,454,448,304,110,47,3.85,594,Paperback,,17,4,William Gaddis,,,,,,1806,19,37,"american,classics,fiction,humor,literary-fiction,literature,novels,unfinished"
400206,9812545328,The Politics of Islamic Identity in Southeast Asia,9789812545329,,,,ES,2004/7/31,Thomson,,false,2,400206,5,0,0,0,2004/7/31,The Politics of Islamic Identity in Southeast Asia,,0,0,0,0,0,0.00,204,Paperback,,0,0,Syed Serajul Islam,,,,,,4,0,,
400211,0811211029,Black Mesa Poems,9780811211024,,,,ES,1989/11/17,New Directions,,false,3,400211,367,633,159,9,1989/11/1,Black Mesa Poems (New Directions Paperbook),,52,67,29,7,4,3.98,126,Paperback,,159,9,Jimmy Santiago Baca,,,,,,170,6,5,"classics,literature,non-fiction,poetry"
400216,0399526293,End-Time Prophecies of the Bible,9780399526299,,,,ES,2000/9/1,Perigee Trade,,false,2,2626540,27,38,11,1,1999/9/13,End-Time Prophecies of the Bible,,2,3,4,2,0,3.45,560,Paperback,,2,0,David Haggith,,,,,,9,0,3,"christian,christianity,faith,non-fiction"
400221,0813818281,Foreign Advertising in China,9780813818283,,,,ES,2000/8/16,Wiley-Blackwell,,false,1,400221,3,0,0,0,2000/8/15,"Foreign Advertising in China: Becoming Global, Becoming Local",,0,0,0,0,0,0.00,164,Hardcover,,0,0,Jian Wang,,,,,,1,0,,non-fiction
400226,1889330140,The Gatehouse Heaven: Poems,9781889330143,,,,ES,1998/6/1,Sarabande Books,,false,2,400226,59,141,32,3,1998/6/1,The Gatehouse Heaven: Poems,,18,9,5,0,0,4.41,80,Paperback,,32,3,James Kimbrell,,,,,,15,0,,poetry
400236,096443220X,American Business in China 2002-2003 (American Business in China),9780964432208,,,,ES,,,,false,1,400236,1,0,0,0,2002/6/1,American Business in China 2002-2003 (American Business in China),,0,0,0,0,0,0.00,,,,0,0,Davisson K. Chang,,,,,,1,0,,
400246,0714685410,"Ben Gurion's Political Struggles, 1963 1967: A Lion In Winter",9780714685410,,,,ES,2006/2/1,Not Avail,,false,1,400246,2,0,0,0,2006/2/1,"Ben-Gurion's Political Struggles, 1963-1967: A Lion in Winter (Israeli History, Politics & Society)",,0,0,0,0,0,0.00,,Unknown Binding,,0,0,Zakai Shalom,,,,,,2,0,,
400251,0670384755,How to Save the Catholic Church,9780670384754,,,,ES,1984/11/12,Viking Books,,false,1,400251,32,39,11,1,1984/1/1,How to Save the Catholic Church,,3,2,5,0,1,3.55,258,Hardcover,,11,1,"Andrew M. Greeley,Mary G. Durkin",,,,,,18,0,,"christian,non-fiction,religion,sociology"
400256,0099437627,Making Babies: Stumbling into Motherhood,9780099437628,,,,ES,2005/1/1,Vintage,en-GB,false,11,400256,2248,2718,792,146,2004/1/1,Making Babies,book,156,244,233,104,55,3.43,196,Paperback,,685,129,Anne Enright,,,,,,1259,24,44,"adult,adult-fiction,biography,biography-memoir,essays,family,fiction,funny,humor,memoir,non-fiction,novels,parenting,philosophy,unfinished"
400261,0609609467,The Drunken Driver Has the Right of Way: Poems,9780609609460,,,,ES,2001/10/16,Crown,,false,6,400261,321,620,184,28,2001/10/16,The Drunken Driver Has the Right of Way: Poems,book,29,53,70,21,11,3.37,144,Hardcover,,155,21,Ethan Coen,,,,,,96,6,4,"american,anthologies,fiction,non-fiction,poetry"
400266,0571210961,Collected Screenplays 1: Blood Simple / Raising Arizona / Miller's Crossing / Barton Fink,9780571210961,,,,ES,2002/10/15,"Farrar, Straus and Giroux",,false,1,400266,184,476,107,3,2002/10/15,"Ethan Coen and Joel Coen: Collected Screenplays 1: Blood Simple, Raising Arizona, Miller's Crossing, Barton Fink",book,57,42,7,1,0,4.45,534,Paperback,,107,3,"Ethan Coen,Joel Coen",,,,,,55,3,8,"american,canon,crime,detective,fiction,film,love-story,plays,psychology"
400271,0312214197,Celt and Roman,9780312214197,,,,ES,1998/8/15,Palgrave MacMillan,,false,2,2085617,54,43,11,1,1998/6/15,Celt and Roman: The Celts of Italy (Celtic Interest),,4,3,3,1,0,3.91,288,Hardcover,,3,0,Peter Berresford Ellis,,,,,,37,0,,"history,non-fiction,reference"
400276,0440215250,Kriss Kross: Who's Hot!,9780440215257,,,,ES,1992/11/1,Bantam Classic & Loveswept (Mm),,false,1,400276,1,0,0,0,1992/1/1,Kriss Kross: Who's Hot!,,0,0,0,0,0,0.00,,,,0,0,"Jon L,L. Jon",,,,,,1,0,,
400281,0888640919,Les Collected Writings of Louis Riel (The)/Ecrits complet de Louis Riel,9780888640918,,,,ES,1980/12/31,The University of Alberta Press,,false,1,400281,6,5,1,0,1980/12/31,Les Collected Writings of Louis Riel (The)/Ecrits complet de Louis Riel,book,1,0,0,0,0,5.00,2822,Hardcover,,1,0,"Louis Riel,Tom Flanaganx",,,"George F.G. Stanley,George Stanley,Gilles Martel,Glenn  Campbell,Raymond J.A. Huel,Thomas E. Flanagan",,,4,0,,
400286,0965328082,"Stray Bullets, Vol. 5",9780965328081,,,,ES,2001/7/4,El Capitan,eng,false,1,400286,194,563,129,4,2001/7/18,Stray Bullets Volume 5,book,70,42,11,6,0,4.36,152,Paperback,,129,4,David Lapham,,,,,,41,5,,"comics,crime,fiction,graphic-novels"
400291,0472031430,"Unmaking the West: ""What-If?"" Scenarios That Rewrite World History",9780472031436,,,,ES,2006/10/23,University of Michigan Press,,false,2,400291,164,90,25,3,2006/10/23,"Unmaking the West: ""What-If?"" Scenarios That Rewrite World History",,6,5,12,2,0,3.60,432,Paperback,,24,2,,,,"Philip E. Tetlock,Richard Ned Lebow",,,133,1,2,"college,essays,historical,history,non-fiction,politics"
400296,0813382653,Learning In U.s. And Soviet Foreign Policy,9780813382654,,,,ES,1991/6/19,Westview Press,,false,1,400296,12,12,3,0,1991/6/1,Learning in U.S. and Soviet Trade Policy,,1,1,1,0,0,4.00,881,Paperback,,3,0,,,,Philip E. Tetlock,,,9,0,,
400306,5551337995,Men and Cartoons,9785551337997,,,,ES,2004/10/19,Doubleday Books,,true,19,16715,4103,9214,2666,225,2004/1/1,Men and Cartoons,book,294,963,1112,259,38,3.46,,ebook,,10,1,Jonathan Lethem,,,,,,951,16,43,"adult,american,americana,collections,comics,contemporary,fantasy,fiction,humor,literary-fiction,literature,non-fiction,science-fiction,short-stories,speculative-fiction"
400311,0972829849,Miss America by Day,9780972829847,,,,ES,,,,false,6,400307,582,1144,270,37,2003/1/1,Miss America by Day: Lessons Learned from Ultimate Betrayals and Unconditional Love,,128,95,34,9,4,4.24,,,,16,4,Marilyn Van Derbur,,,,,,228,3,33,"abuse,autobiography,biography,grad-school,memoir,non-fiction,true-crime"
400316,1582407312,"Witchblade Compendium, Volume 2",9781582407319,,,,ES,2009/3/1,Image Comics,eng,false,2,400316,197,339,86,3,2007/7/29,Witchblade Compendium Volume 2,book,34,23,20,8,1,3.94,1277,Paperback,,79,3,"David Wohl,Geoff Johns,Paul Jenkins",,,,,,83,4,4,"action,adventure,comics,crime,fantasy,fiction,graphic-novels,horror,mystery,paranormal,supernatural,urban-fantasy"
400321,1887279652,Witchblade Deluxe Collected Edition,9781887279659,,,,ES,2001/8/13,Image Comics,eng,false,6,6577958,976,2121,557,54,1997/1/1,Witchblade Deluxe Collected Edition,book,171,184,145,38,19,3.81,192,Paperback,,115,11,"Christina Z.,David Wohl,Michael Layne Turner",,,,,,274,5,8,"action,adventure,comics,crime,fantasy,fiction,graphic-novels,horror,manga,paranormal,superheroes,supernatural,suspense,urban-fantasy"
400326,1401201466,"The Sgt. Rock Archives, Vol. 2",9781401201463,,,,ES,2003/12/1,DC Comics,en-US,false,1,400326,59,127,28,2,2003/12/1,"The Sgt. Rock Archives, Vol. 2 (DC Archive Editions)",book,20,4,3,1,0,4.54,216,Hardcover,,28,2,Robert Kanigher,"Irv Novick,Joe Kubert,Russ Heath",,,,,24,1,2,"comics,graphic-novels"
400336,0316547832,With A Little Help From My Friends: The Making of Sgt. Pepper,9780316547833,,,,ES,1995/12/31,"Little, Brown & Company",eng,false,7,400336,641,1275,297,20,1994/10/1,,book,131,128,32,6,0,4.29,176,Hardcover,First Edition (U.S.),241,16,"George  Martin,William Pearson",,,,,,263,6,7,"art,autobiography,biography,biography-memoir,history,memoir,music,non-fiction"
400346,0939241501,Johnathon,9780939241507,,,,ES,,,,false,1,400346,64,119,26,2,1999/1/1,Johnathon,,18,5,3,0,0,4.58,,,,26,2,Jo Ann Burroughs,,,,,,22,1,3,fiction
400351,0952250357,Vanity Press and the Proper Poetry Publishers,9780952250357,,,,ES,,J Clifford,,false,1,400351,2,0,0,0,,Vanity Press and the Proper Poetry Publishers,,0,0,0,0,0,0.00,144,Paperback,,0,0,Johnathon Clifford,,,,,,2,0,,
400356,0061059064,"Jingo (Discworld, #21)",9780061059063,,,,ES,2004/5/25,HarperTorch,eng,false,71,47990,72695,201143,48662,1175,1997/11/11,Jingo,book,18673,19230,9473,1153,133,4.13,437,Mass Market Paperback,,1450,118,Terry Pratchett,,,,,,1893,136,189,"adult,adult-fiction,comedy,crime,fantasy,fiction,funny,high-fantasy,humor,magic,mystery,novels,politics,science-fiction,science-fiction-fantasy,speculative-fiction,urban-fantasy,war,young-adult"
400361,0747518874,The Pumpkin Eater,9780747518877,,,,ES,1995/1/1,Bloomsbury Publishing PLC,,false,29,400361,3448,4470,1215,144,1962/1/1,The Pumpkin Eater,book,239,489,369,94,24,3.68,185,Hardcover,,694,69,Penelope Mortimer,,,,,,1925,18,34,"adult-fiction,british-literature,classics,english-literature,feminism,fiction,literary-fiction,literature,marriage,mental-health,mental-illness,modern-classics,non-fiction,novella,novels"
400366,0879384719,"Ford Tractors: N-Series, Fordson, Ford and Ferguson, 1914-1954",9780879384715,,,,ES,1990/11/11,MBI,,false,1,400366,6,5,1,0,1990/11/11,"Ford Tractors: N-Series, Fordson, Ford and Ferguson, 1914-1954 (Farm Tractor Color History)",,1,0,0,0,0,5.00,128,Paperback,,1,0,"Andrew Morland,Robert N. Pripps",,,,,,4,0,,
400371,3455004008,Leben Und Tode Des Hans Fallada,9783455004007,,,,ES,,,,false,2,1741314,4,9,2,1,,Leben und Tode des Hans Fallada,,1,1,0,0,0,4.50,,,,0,0,Tom Crepon,,,,,,1,0,1,
400376,0449230872,Night Chills,9780449230879,,,,ES,1976/1/1,Fawcett,,false,46,236208,32742,86151,22258,328,1976/1/1,Night Chills,book,6772,7625,6365,1200,296,3.87,,Mass Market Paperback,,14,0,Dean Koontz,,,,,,7166,20,146,"adult,adult-fiction,american,contemporary,crime,fantasy,fiction,horror,mystery,mystery-thriller,novels,paranormal,science,science-fiction,suspense,thriller"
400381,0345222377,Decline and Fall,9780345222374,,,,ES,1971/4/12,Ballantine Books,,false,2,400381,11,20,6,0,1969/1/1,Decline and Fall,,1,2,2,0,1,3.33,0,Mass Market Paperback,,5,0,Otto Friedrich,,,,,,4,0,,"business,memoir"
400386,9042018356,Deutsche Liebeslyrik Im 15. Und 16. Jahrhundert: 18. Medi�vistisches Kolloquium Des Zentrums F�r Mittelalterstudien Der Otto-Friedrich-Universit�t Bamberg Am 28. Und 29. November 2003,9789042018358,,,,ES,2005/1/1,Brill/Rodopi,,false,1,400386,1,0,0,0,2005/4/1,Deutsche Liebeslyrik im 15. und 16. Jahrhundert. 18. Mediävistisches Kolloquium des Zentrums für Mittelalterstudien der Otto-Friedrich-Universität Bamberg am 28. und 29. November 2003 (Chloe 37),,0,0,0,0,0,0.00,235,Hardcover,,0,0,,,Gert Hübner,Gert H,,,1,0,,
400391,0743261127,Red Star Rogue: The Untold Story of a Soviet Submarine's Nuclear Strike Attempt on the U.S.,9780743261128,,,,ES,,,eng,false,21,400391,1135,2163,564,65,2005/9/6,Red Star Rogue: The Untold Story of a Soviet Submarine's Nuclear Strike Attempt on the U.S.,book,154,222,138,41,9,3.84,,,,428,56,"Clint Richmond,Kenneth Sewell",,,,,,415,5,29,"american-history,biography,history,non-fiction,science,war"
400396,1594031460,Red Star Over Hollywood: The Film Colony’s Long Romance with the Left,9781594031465,,,,ES,2006/5/30,Encounter Books,,false,8,400396,100,181,46,8,2005/4/30,Red Star Over Hollywood: The Film Colony's Long Romance with the Left,book,13,23,6,2,2,3.93,296,Paperback,,32,4,Ronald Radosh,,,,,,39,3,,"film,historical,history,movies,non-fiction,politics"
400401,0786173971,Red Star Rogue: The Untold Story of a Soviet Submarine's Nuclear Strike Attempt on the US,9780786173976,,,,ES,2005/12/1,Blackstone Audiobooks,,false,21,400391,1135,2163,564,65,2005/9/6,Red Star Rogue: The Untold Story of a Soviet Submarine's Nuclear Strike Attempt on the U.S.,book,154,222,138,41,9,3.84,,Audio CD,,1,0,"Clint Richmond,Kenneth Sewell",,,,,,415,5,29,"american-history,biography,history,non-fiction,science,war"
400406,3775717293,Daido Moriyama: Shinjuku 19xx-20xx,9783775717298,,,,ES,2006/3/1,Hatje Cantz,,false,1,400406,44,82,21,0,2006/3/1,Daido Moriyama: Shinjuku 19xx-20xx,,6,8,6,1,0,3.90,124,Paperback,,21,0,,,,,,,17,0,,art
400411,1413900453,"Chrono Crusade, Vol. 3 (Chrono Crusade, #3)",9781413900453,,,,ES,2004/12/7,ADV Manga,,false,10,400411,1209,3603,849,14,2004/1/1,Chrono Crusade Volume 3,book,405,273,147,21,3,4.24,186,Paperback,,809,11,Daisuke Moriyama,,,,,,114,18,2,"action,adventure,comedy,comics,demons,drama,family,fantasy,fiction,graphic-novels,historical,horror,magic,manga,mystery,paranormal,romance,science-fiction,steampunk,supernatural,teen,thriller,urban-fantasy"
400416,1874622787,Red Star Aircobra: Memoirs of a Soviet Fighter Ace 1941-45,9781874622789,,,,ES,2006/8/27,Helion & Company,,false,2,400416,51,53,15,2,2006/8/27,RED STAR AIRACOBRA: Memoirs of a Soviet Fighter Ace 1941-45 (Soviet Memories of War),,2,5,7,1,0,3.53,181,Hardcover,,5,1,Evgeniy Mariinskiy,,,Artem Drabkin,Vladimir Krupnick,,27,1,1,"memoir,non-fiction"
400421,0394717686,The Palm at the End of the Mind: Selected Poems and a Play,9780394717685,,,,ES,1990/2/19,Vintage,,false,7,125200,3307,9188,2118,66,1971/1/1,The Palm at the End of the Mind: Selected Poems and a Play,book,1191,580,247,72,28,4.34,404,Paperback,,41,8,Wallace Stevens,,,,,,930,10,31,"american,anthologies,classics,collections,drama,fiction,literature,plays,poetry,school,unfinished"
400426,0440225752,Giving up the Ghost (Brilliant Series),9780440225751,,,,ES,1999/6/8,Dell,,false,2,400426,74,121,34,5,1999/6/8,Giving up the Ghost (Brilliant Series),,7,11,12,2,2,3.56,256,Mass Market Paperback,,34,5,Helen Chappell,,,,,,21,2,,"mystery,paranormal"
400431,0449149838,Slow Dancing with the Angel of Death,9780449149836,,,,ES,1996/3/31,Fawcett,eng,false,4,400431,84,128,36,4,1996/3/31,Slow Dancing with the Angel of Death (Sam and Hollis Mystery),book,6,13,14,1,2,3.56,213,Mass Market Paperback,,36,4,Helen Chappell,,,,,,27,4,,"cozy-mystery,fantasy,ghosts,humor,mystery,paranormal"
400436,2503511848,"Visualizing Kingship in the Windows of Sainte-Chapelle (Publications of the International Center of Medieval Art (the Cloisters, N.Y.).)",9782503511849,,,,ES,2002/6/1,Brepols Publishers,,false,1,400436,9,14,4,1,2002/6/1,"Visualizing Kingship in the Windows of Sainte-Chapelle (Publications of the International Center of Medieval Art (the Cloisters, N.Y.).)",,0,2,2,0,0,3.50,300,Hardcover,,4,1,Alyce A. Jordan,,,,,,4,1,,history
